filename,label
dataset/train/snail/snail (391).jpg,snail
dataset/train/ants/ants (374).jpg,ants
dataset/train/weevil/Weevil (232).jpg,weevil
dataset/train/earwig/earwig (377).jpg,earwig
dataset/train/catterpillar/catterpillar (198).jpg,catterpillar
dataset/train/grasshopper/grasshopper (371).jpg,grasshopper
dataset/train/snail/snail (157).jpg,snail
dataset/train/grasshopper/grasshopper (58).jpg,grasshopper
dataset/train/earthworms/earthworms (132).jpg,earthworms
dataset/train/earthworms/earthworms (69).jpg,earthworms
dataset/train/earwig/earwig (259).jpg,earwig
dataset/train/snail/snail (203).jpg,snail
dataset/train/bees/bees (394).jpg,bees
dataset/train/catterpillar/catterpillar (286).jpg,catterpillar
dataset/train/moth/moth (167).jpg,moth
dataset/train/earthworms/earthworms (286).jpg,earthworms
dataset/train/grasshopper/grasshopper (475).jpg,grasshopper
dataset/train/bees/bees (428).jpg,bees
dataset/train/catterpillar/catterpillar (276).jpg,catterpillar
dataset/train/wasp/wasp (601).jpg,wasp
dataset/train/grasshopper/grasshopper (301).jpg,grasshopper
dataset/train/snail/snail (76).jpg,snail
dataset/train/bees/bees (165).jpg,bees
dataset/train/weevil/Weevil (296).jpg,weevil
dataset/train/earwig/earwig (436).jpg,earwig
dataset/train/snail/snail (106).jpg,snail
dataset/train/snail/snail (358).jpg,snail
dataset/train/wasp/wasp (770).jpg,wasp
dataset/train/wasp/wasp (955).jpg,wasp
dataset/train/ants/ants (258).jpg,ants
dataset/train/beetle/beetle (69).jpg,beetle
dataset/train/weevil/Weevil (155).jpg,weevil
dataset/train/slug/slug (353).jpg,slug
dataset/train/moth/moth (263).jpg,moth
dataset/train/catterpillar/catterpillar (186).jpg,catterpillar
dataset/train/grasshopper/grasshopper (436).jpg,grasshopper
dataset/train/grasshopper/grasshopper (115).jpg,grasshopper
dataset/train/slug/slug (174).jpg,slug
dataset/train/snail/snail (386).jpg,snail
dataset/train/earthworms/earthworms (178).jpg,earthworms
dataset/train/earthworms/earthworms (143).jpg,earthworms
dataset/train/slug/slug (104).jpg,slug
dataset/train/wasp/wasp (831).jpg,wasp
dataset/train/earwig/earwig (238).jpg,earwig
dataset/train/beetle/beetle (44).jpg,beetle
dataset/train/earwig/earwig (165).jpg,earwig
dataset/train/earwig/earwig (244).jpg,earwig
dataset/train/earthworms/earthworms (12).jpg,earthworms
dataset/train/earwig/earwig (431).jpg,earwig
dataset/train/catterpillar/catterpillar (140).jpg,catterpillar
dataset/train/earwig/earwig (86).jpg,earwig
dataset/train/wasp/wasp (961).jpg,wasp
dataset/train/wasp/wasp (573).jpg,wasp
dataset/train/wasp/wasp (535).jpg,wasp
dataset/train/bees/bees (297).jpg,bees
dataset/train/catterpillar/catterpillar (192).jpg,catterpillar
dataset/train/wasp/wasp (592).jpg,wasp
dataset/train/wasp/wasp (927).jpg,wasp
dataset/train/ants/ants (203).jpg,ants
dataset/train/earwig/earwig (363).jpg,earwig
dataset/train/slug/slug (333).jpg,slug
dataset/train/wasp/wasp (501).jpg,wasp
dataset/train/catterpillar/catterpillar (413).jpg,catterpillar
dataset/train/ants/ants (93).jpg,ants
dataset/train/bees/bees (269).jpg,bees
dataset/train/moth/moth (26).jpg,moth
dataset/train/snail/snail (144).jpg,snail
dataset/train/grasshopper/grasshopper (377).jpg,grasshopper
dataset/train/earthworms/earthworms (313).jpg,earthworms
dataset/train/moth/moth (116).jpg,moth
dataset/train/bees/bees (349).jpg,bees
dataset/train/slug/slug (50).jpg,slug
dataset/train/ants/ants (79).jpg,ants
dataset/train/earwig/earwig (51).jpg,earwig
dataset/train/beetle/beetle (169).jpg,beetle
dataset/train/weevil/Weevil (176).jpg,weevil
dataset/train/snail/snail (3).jpg,snail
dataset/train/earthworms/earthworms (258).jpg,earthworms
dataset/train/weevil/Weevil (31).jpg,weevil
dataset/train/bees/bees (356).jpg,bees
dataset/train/weevil/Weevil (336).jpg,weevil
dataset/train/grasshopper/grasshopper (29).jpg,grasshopper
dataset/train/snail/snail (95).jpg,snail
dataset/train/grasshopper/grasshopper (100).jpg,grasshopper
dataset/train/catterpillar/catterpillar (424).jpg,catterpillar
dataset/train/moth/moth (375).jpg,moth
dataset/train/earwig/earwig (402).jpg,earwig
dataset/train/grasshopper/grasshopper (130).jpg,grasshopper
dataset/train/wasp/wasp (510).jpg,wasp
dataset/train/ants/ants (91).jpg,ants
dataset/train/earwig/earwig (451).jpg,earwig
dataset/train/beetle/beetle (228).jpg,beetle
dataset/train/snail/snail (234).jpg,snail
dataset/train/bees/bees (316).jpg,bees
dataset/train/moth/moth (49).jpg,moth
dataset/train/catterpillar/catterpillar (429).jpg,catterpillar
dataset/train/moth/moth (489).jpg,moth
dataset/train/slug/slug (152).jpg,slug
dataset/train/earthworms/earthworms (96).jpg,earthworms
dataset/train/bees/bees (363).jpg,bees
dataset/train/slug/slug (305).jpg,slug
dataset/train/earwig/earwig (416).jpg,earwig
dataset/train/beetle/beetle (312).jpg,beetle
dataset/train/weevil/Weevil (390).jpg,weevil
dataset/train/catterpillar/catterpillar (377).jpg,catterpillar
dataset/train/catterpillar/catterpillar (112).jpg,catterpillar
dataset/train/snail/snail (250).jpg,snail
dataset/train/catterpillar/catterpillar (124).jpg,catterpillar
dataset/train/grasshopper/grasshopper (281).jpg,grasshopper
dataset/train/ants/ants (43).jpg,ants
dataset/train/earthworms/earthworms (158).jpg,earthworms
dataset/train/snail/snail (229).jpg,snail
dataset/train/slug/slug (168).jpg,slug
dataset/train/wasp/wasp (963).jpg,wasp
dataset/train/wasp/wasp (791).jpg,wasp
dataset/train/grasshopper/grasshopper (434).jpg,grasshopper
dataset/train/beetle/beetle (416).jpg,beetle
dataset/train/grasshopper/grasshopper (53).jpg,grasshopper
dataset/train/wasp/wasp (688).jpg,wasp
dataset/train/wasp/wasp (581).jpg,wasp
dataset/train/ants/ants (378).jpg,ants
dataset/train/earwig/earwig (414).jpg,earwig
dataset/train/bees/bees (336).jpg,bees
dataset/train/wasp/wasp (978).jpg,wasp
dataset/train/grasshopper/grasshopper (457).jpg,grasshopper
dataset/train/moth/moth (313).jpg,moth
dataset/train/beetle/beetle (299).jpg,beetle
dataset/train/beetle/beetle (127).jpg,beetle
dataset/train/beetle/beetle (400).jpg,beetle
dataset/train/catterpillar/catterpillar (41).jpg,catterpillar
dataset/train/grasshopper/grasshopper (369).jpg,grasshopper
dataset/train/snail/snail (206).jpg,snail
dataset/train/snail/snail (342).jpg,snail
dataset/train/catterpillar/catterpillar (42).jpg,catterpillar
dataset/train/beetle/beetle (217).jpg,beetle
dataset/train/moth/moth (8).jpg,moth
dataset/train/bees/bees (181).jpg,bees
dataset/train/weevil/Weevil (9).jpg,weevil
dataset/train/wasp/wasp (784).jpg,wasp
dataset/train/slug/slug (252).jpg,slug
dataset/train/grasshopper/grasshopper (36).jpg,grasshopper
dataset/train/ants/ants (497).jpg,ants
dataset/train/moth/moth (419).jpg,moth
dataset/train/bees/bees (8).jpg,bees
dataset/train/bees/bees (233).jpg,bees
dataset/train/snail/snail (85).jpg,snail
dataset/train/slug/slug (55).jpg,slug
dataset/train/snail/snail (448).jpg,snail
dataset/train/moth/moth (376).jpg,moth
dataset/train/catterpillar/catterpillar (440).jpg,catterpillar
dataset/train/bees/bees (293).jpg,bees
dataset/train/weevil/Weevil (226).jpg,weevil
dataset/train/earwig/earwig (131).jpg,earwig
dataset/train/beetle/beetle (27).jpg,beetle
dataset/train/wasp/wasp (901).jpg,wasp
dataset/train/moth/moth (146).jpg,moth
dataset/train/beetle/beetle (368).jpg,beetle
dataset/train/ants/ants (299).jpg,ants
dataset/train/bees/bees (175).jpg,bees
dataset/train/catterpillar/catterpillar (270).jpg,catterpillar
dataset/train/wasp/wasp (870).jpg,wasp
dataset/train/catterpillar/catterpillar (388).jpg,catterpillar
dataset/train/moth/moth (355).jpg,moth
dataset/train/beetle/beetle (321).jpg,beetle
dataset/train/grasshopper/grasshopper (243).jpg,grasshopper
dataset/train/beetle/beetle (79).jpg,beetle
dataset/train/catterpillar/catterpillar (211).jpg,catterpillar
dataset/train/wasp/wasp (823).jpg,wasp
dataset/train/grasshopper/grasshopper (35).jpg,grasshopper
dataset/train/catterpillar/catterpillar (30).jpg,catterpillar
dataset/train/wasp/wasp (566).jpg,wasp
dataset/train/slug/slug (54).jpg,slug
dataset/train/moth/moth (197).jpg,moth
dataset/train/slug/slug (8).jpg,slug
dataset/train/moth/moth (465).jpg,moth
dataset/train/weevil/Weevil (36).jpg,weevil
dataset/train/wasp/wasp (949).jpg,wasp
dataset/train/ants/ants (26).jpg,ants
dataset/train/bees/bees (411).jpg,bees
dataset/train/bees/bees (173).jpg,bees
dataset/train/earwig/earwig (326).jpg,earwig
dataset/train/snail/snail (65).jpg,snail
dataset/train/bees/bees (455).jpg,bees
dataset/train/wasp/wasp (530).jpg,wasp
dataset/train/grasshopper/grasshopper (170).jpg,grasshopper
dataset/train/moth/moth (75).jpg,moth
dataset/train/wasp/wasp (925).jpg,wasp
dataset/train/wasp/wasp (695).jpg,wasp
dataset/train/slug/slug (117).jpg,slug
dataset/train/bees/bees (350).jpg,bees
dataset/train/grasshopper/grasshopper (383).jpg,grasshopper
dataset/train/earthworms/earthworms (134).jpg,earthworms
dataset/train/moth/moth (341).jpg,moth
dataset/train/earthworms/earthworms (322).jpg,earthworms
dataset/train/moth/moth (450).jpg,moth
dataset/train/slug/slug (358).jpg,slug
dataset/train/wasp/wasp (795).jpg,wasp
dataset/train/grasshopper/grasshopper (362).jpg,grasshopper
dataset/train/snail/snail (481).jpg,snail
dataset/train/bees/bees (249).jpg,bees
dataset/train/beetle/beetle (179).jpg,beetle
dataset/train/snail/snail (374).jpg,snail
dataset/train/weevil/Weevil (262).jpg,weevil
dataset/train/beetle/beetle (98).jpg,beetle
dataset/train/beetle/beetle (371).jpg,beetle
dataset/train/slug/slug (283).jpg,slug
dataset/train/beetle/beetle (24).jpg,beetle
dataset/train/beetle/beetle (7).jpg,beetle
dataset/train/earwig/earwig (212).jpg,earwig
dataset/train/snail/snail (282).jpg,snail
dataset/train/moth/moth (475).jpg,moth
dataset/train/bees/bees (419).jpg,bees
dataset/train/catterpillar/catterpillar (417).jpg,catterpillar
dataset/train/snail/snail (319).jpg,snail
dataset/train/ants/ants (82).jpg,ants
dataset/train/wasp/wasp (577).jpg,wasp
dataset/train/catterpillar/catterpillar (137).jpg,catterpillar
dataset/train/wasp/wasp (540).jpg,wasp
dataset/train/moth/moth (107).jpg,moth
dataset/train/wasp/wasp (902).jpg,wasp
dataset/train/ants/ants (208).jpg,ants
dataset/train/beetle/beetle (257).jpg,beetle
dataset/train/grasshopper/grasshopper (147).jpg,grasshopper
dataset/train/bees/bees (15).jpg,bees
dataset/train/bees/bees (462).jpg,bees
dataset/train/wasp/wasp (721).jpg,wasp
dataset/train/earthworms/earthworms (243).jpg,earthworms
dataset/train/wasp/wasp (699).jpg,wasp
dataset/train/grasshopper/grasshopper (264).jpg,grasshopper
dataset/train/weevil/Weevil (480).jpg,weevil
dataset/train/ants/ants (490).jpg,ants
dataset/train/earwig/earwig (147).jpg,earwig
dataset/train/slug/slug (77).jpg,slug
dataset/train/weevil/Weevil (132).jpg,weevil
dataset/train/grasshopper/grasshopper (87).jpg,grasshopper
dataset/train/bees/bees (258).jpg,bees
dataset/train/beetle/beetle (30).jpg,beetle
dataset/train/ants/ants (283).jpg,ants
dataset/train/wasp/wasp (722).jpg,wasp
dataset/train/wasp/wasp (857).jpg,wasp
dataset/train/bees/bees (103).jpg,bees
dataset/train/catterpillar/catterpillar (416).jpg,catterpillar
dataset/train/beetle/beetle (3).jpg,beetle
dataset/train/snail/snail (327).jpg,snail
dataset/train/ants/ants (83).jpg,ants
dataset/train/weevil/Weevil (98).jpg,weevil
dataset/train/bees/bees (148).jpg,bees
dataset/train/grasshopper/grasshopper (335).jpg,grasshopper
dataset/train/grasshopper/grasshopper (182).jpg,grasshopper
dataset/train/slug/slug (289).jpg,slug
dataset/train/grasshopper/grasshopper (352).jpg,grasshopper
dataset/train/earthworms/earthworms (192).jpg,earthworms
dataset/train/ants/ants (105).jpg,ants
dataset/train/snail/snail (223).jpg,snail
dataset/train/earthworms/earthworms (146).jpg,earthworms
dataset/train/bees/bees (188).jpg,bees
dataset/train/wasp/wasp (919).jpg,wasp
dataset/train/ants/ants (332).jpg,ants
dataset/train/moth/moth (460).jpg,moth
dataset/train/earwig/earwig (13).jpg,earwig
dataset/train/slug/slug (239).jpg,slug
dataset/train/catterpillar/catterpillar (69).jpg,catterpillar
dataset/train/bees/bees (444).jpg,bees
dataset/train/earthworms/earthworms (217).jpg,earthworms
dataset/train/catterpillar/catterpillar (215).jpg,catterpillar
dataset/train/catterpillar/catterpillar (319).jpg,catterpillar
dataset/train/grasshopper/grasshopper (305).jpg,grasshopper
dataset/train/grasshopper/grasshopper (252).jpg,grasshopper
dataset/train/wasp/wasp (923).jpg,wasp
dataset/train/earwig/earwig (190).jpg,earwig
dataset/train/wasp/wasp (891).jpg,wasp
dataset/train/beetle/beetle (396).jpg,beetle
dataset/train/ants/ants (198).jpg,ants
dataset/train/moth/moth (64).jpg,moth
dataset/train/grasshopper/grasshopper (454).jpg,grasshopper
dataset/train/catterpillar/catterpillar (251).jpg,catterpillar
dataset/train/earwig/earwig (91).jpg,earwig
dataset/train/ants/ants (337).jpg,ants
dataset/train/weevil/Weevil (481).jpg,weevil
dataset/train/snail/snail (429).jpg,snail
dataset/train/beetle/beetle (206).jpg,beetle
dataset/train/bees/bees (344).jpg,bees
dataset/train/beetle/beetle (287).jpg,beetle
dataset/train/earwig/earwig (285).jpg,earwig
dataset/train/moth/moth (136).jpg,moth
dataset/train/snail/snail (332).jpg,snail
dataset/train/catterpillar/catterpillar (185).jpg,catterpillar
dataset/train/slug/slug (85).jpg,slug
dataset/train/earwig/earwig (312).jpg,earwig
dataset/train/bees/bees (193).jpg,bees
dataset/train/earwig/earwig (208).jpg,earwig
dataset/train/catterpillar/catterpillar (383).jpg,catterpillar
dataset/train/earwig/earwig (302).jpg,earwig
dataset/train/ants/ants (191).jpg,ants
dataset/train/snail/snail (406).jpg,snail
dataset/train/snail/snail (443).jpg,snail
dataset/train/ants/ants (279).jpg,ants
dataset/train/moth/moth (17).jpg,moth
dataset/train/bees/bees (1).jpg,bees
dataset/train/weevil/Weevil (138).jpg,weevil
dataset/train/earwig/earwig (82).jpg,earwig
dataset/train/bees/bees (375).jpg,bees
dataset/train/beetle/beetle (170).jpg,beetle
dataset/train/grasshopper/grasshopper (459).jpg,grasshopper
dataset/train/slug/slug (205).jpg,slug
dataset/train/ants/ants (495).jpg,ants
dataset/train/beetle/beetle (39).jpg,beetle
dataset/train/beetle/beetle (6).jpg,beetle
dataset/train/earwig/earwig (109).jpg,earwig
dataset/train/grasshopper/grasshopper (267).jpg,grasshopper
dataset/train/slug/slug (225).jpg,slug
dataset/train/snail/snail (176).jpg,snail
dataset/train/bees/bees (7).jpg,bees
dataset/train/snail/snail (373).jpg,snail
dataset/train/earthworms/earthworms (251).jpg,earthworms
dataset/train/snail/snail (493).jpg,snail
dataset/train/grasshopper/grasshopper (360).jpg,grasshopper
dataset/train/beetle/beetle (238).jpg,beetle
dataset/train/grasshopper/grasshopper (325).jpg,grasshopper
dataset/train/earwig/earwig (223).jpg,earwig
dataset/train/weevil/Weevil (275).jpg,weevil
dataset/train/weevil/Weevil (408).jpg,weevil
dataset/train/bees/bees (169).jpg,bees
dataset/train/weevil/Weevil (409).jpg,weevil
dataset/train/earthworms/earthworms (137).jpg,earthworms
dataset/train/moth/moth (196).jpg,moth
dataset/train/grasshopper/grasshopper (355).jpg,grasshopper
dataset/train/bees/bees (190).jpg,bees
dataset/train/weevil/Weevil (241).jpg,weevil
dataset/train/bees/bees (351).jpg,bees
dataset/train/earwig/earwig (77).jpg,earwig
dataset/train/moth/moth (242).jpg,moth
dataset/train/moth/moth (349).jpg,moth
dataset/train/bees/bees (426).jpg,bees
dataset/train/weevil/Weevil (196).jpg,weevil
dataset/train/moth/moth (324).jpg,moth
dataset/train/moth/moth (461).jpg,moth
dataset/train/catterpillar/catterpillar (361).jpg,catterpillar
dataset/train/ants/ants (296).jpg,ants
dataset/train/wasp/wasp (787).jpg,wasp
dataset/train/slug/slug (314).jpg,slug
dataset/train/earwig/earwig (354).jpg,earwig
dataset/train/snail/snail (464).jpg,snail
dataset/train/moth/moth (240).jpg,moth
dataset/train/snail/snail (362).jpg,snail
dataset/train/ants/ants (84).jpg,ants
dataset/train/weevil/Weevil (203).jpg,weevil
dataset/train/snail/snail (494).jpg,snail
dataset/train/moth/moth (256).jpg,moth
dataset/train/beetle/beetle (59).jpg,beetle
dataset/train/wasp/wasp (827).jpg,wasp
dataset/train/ants/ants (31).jpg,ants
dataset/train/ants/ants (298).jpg,ants
dataset/train/slug/slug (157).jpg,slug
dataset/train/catterpillar/catterpillar (114).jpg,catterpillar
dataset/train/grasshopper/grasshopper (23).jpg,grasshopper
dataset/train/weevil/Weevil (353).jpg,weevil
dataset/train/ants/ants (480).jpg,ants
dataset/train/moth/moth (281).jpg,moth
dataset/train/ants/ants (133).jpg,ants
dataset/train/bees/bees (354).jpg,bees
dataset/train/moth/moth (430).jpg,moth
dataset/train/earthworms/earthworms (149).jpg,earthworms
dataset/train/weevil/Weevil (58).jpg,weevil
dataset/train/grasshopper/grasshopper (45).jpg,grasshopper
dataset/train/moth/moth (9).jpg,moth
dataset/train/weevil/Weevil (269).jpg,weevil
dataset/train/snail/snail (56).jpg,snail
dataset/train/wasp/wasp (794).jpg,wasp
dataset/train/moth/moth (61).jpg,moth
dataset/train/catterpillar/catterpillar (72).jpg,catterpillar
dataset/train/moth/moth (21).jpg,moth
dataset/train/earthworms/earthworms (204).jpg,earthworms
dataset/train/ants/ants (17).jpg,ants
dataset/train/beetle/beetle (333).jpg,beetle
dataset/train/earwig/earwig (337).jpg,earwig
dataset/train/catterpillar/catterpillar (363).jpg,catterpillar
dataset/train/weevil/Weevil (308).jpg,weevil
dataset/train/grasshopper/grasshopper (194).jpg,grasshopper
dataset/train/catterpillar/catterpillar (230).jpg,catterpillar
dataset/train/wasp/wasp (723).jpg,wasp
dataset/train/weevil/Weevil (113).jpg,weevil
dataset/train/grasshopper/grasshopper (15).jpg,grasshopper
dataset/train/snail/snail (179).jpg,snail
dataset/train/slug/slug (116).jpg,slug
dataset/train/catterpillar/catterpillar (13).jpg,catterpillar
dataset/train/grasshopper/grasshopper (219).jpg,grasshopper
dataset/train/weevil/Weevil (168).jpg,weevil
dataset/train/earthworms/earthworms (228).jpg,earthworms
dataset/train/wasp/wasp (796).jpg,wasp
dataset/train/earthworms/earthworms (195).jpg,earthworms
dataset/train/earwig/earwig (426).jpg,earwig
dataset/train/weevil/Weevil (369).jpg,weevil
dataset/train/moth/moth (299).jpg,moth
dataset/train/bees/bees (390).jpg,bees
dataset/train/snail/snail (340).jpg,snail
dataset/train/wasp/wasp (545).jpg,wasp
dataset/train/moth/moth (29).jpg,moth
dataset/train/beetle/beetle (355).jpg,beetle
dataset/train/bees/bees (281).jpg,bees
dataset/train/grasshopper/grasshopper (282).jpg,grasshopper
dataset/train/moth/moth (141).jpg,moth
dataset/train/snail/snail (485).jpg,snail
dataset/train/ants/ants (349).jpg,ants
dataset/train/weevil/Weevil (111).jpg,weevil
dataset/train/beetle/beetle (20).jpg,beetle
dataset/train/earwig/earwig (235).jpg,earwig
dataset/train/beetle/beetle (319).jpg,beetle
dataset/train/ants/ants (30).jpg,ants
dataset/train/weevil/Weevil (474).jpg,weevil
dataset/train/weevil/Weevil (317).jpg,weevil
dataset/train/grasshopper/grasshopper (159).jpg,grasshopper
dataset/train/beetle/beetle (215).jpg,beetle
dataset/train/snail/snail (487).jpg,snail
dataset/train/moth/moth (159).jpg,moth
dataset/train/moth/moth (6).jpg,moth
dataset/train/earthworms/earthworms (19).jpg,earthworms
dataset/train/bees/bees (147).jpg,bees
dataset/train/beetle/beetle (13).jpg,beetle
dataset/train/ants/ants (256).jpg,ants
dataset/train/ants/ants (405).jpg,ants
dataset/train/ants/ants (218).jpg,ants
dataset/train/catterpillar/catterpillar (258).jpg,catterpillar
dataset/train/weevil/Weevil (303).jpg,weevil
dataset/train/bees/bees (410).jpg,bees
dataset/train/beetle/beetle (90).jpg,beetle
dataset/train/wasp/wasp (533).jpg,wasp
dataset/train/catterpillar/catterpillar (328).jpg,catterpillar
dataset/train/snail/snail (419).jpg,snail
dataset/train/catterpillar/catterpillar (385).jpg,catterpillar
dataset/train/moth/moth (401).jpg,moth
dataset/train/bees/bees (38).jpg,bees
dataset/train/beetle/beetle (330).jpg,beetle
dataset/train/bees/bees (197).jpg,bees
dataset/train/earwig/earwig (58).jpg,earwig
dataset/train/wasp/wasp (724).jpg,wasp
dataset/train/weevil/Weevil (334).jpg,weevil
dataset/train/snail/snail (200).jpg,snail
dataset/train/moth/moth (337).jpg,moth
dataset/train/weevil/Weevil (475).jpg,weevil
dataset/train/beetle/beetle (75).jpg,beetle
dataset/train/slug/slug (47).jpg,slug
dataset/train/catterpillar/catterpillar (357).jpg,catterpillar
dataset/train/weevil/Weevil (448).jpg,weevil
dataset/train/slug/slug (215).jpg,slug
dataset/train/grasshopper/grasshopper (1).png,grasshopper
dataset/train/grasshopper/grasshopper (185).jpg,grasshopper
dataset/train/weevil/Weevil (109).jpg,weevil
dataset/train/grasshopper/grasshopper (167).jpg,grasshopper
dataset/train/wasp/wasp (670).jpg,wasp
dataset/train/ants/ants (151).jpg,ants
dataset/train/earwig/earwig (59).jpg,earwig
dataset/train/wasp/wasp (946).jpg,wasp
dataset/train/wasp/wasp (648).jpg,wasp
dataset/train/ants/ants (295).jpg,ants
dataset/train/wasp/wasp (976).jpg,wasp
dataset/train/ants/ants (455).jpg,ants
dataset/train/snail/snail (137).jpg,snail
dataset/train/earwig/earwig (258).jpg,earwig
dataset/train/snail/snail (189).jpg,snail
dataset/train/wasp/wasp (729).jpg,wasp
dataset/train/grasshopper/grasshopper (93).jpg,grasshopper
dataset/train/weevil/Weevil (74).jpg,weevil
dataset/train/moth/moth (351).jpg,moth
dataset/train/earwig/earwig (370).jpg,earwig
dataset/train/earwig/earwig (211).jpg,earwig
dataset/train/moth/moth (158).jpg,moth
dataset/train/moth/moth (410).jpg,moth
dataset/train/earwig/earwig (423).jpg,earwig
dataset/train/snail/snail (320).jpg,snail
dataset/train/snail/snail (201).jpg,snail
dataset/train/moth/moth (458).jpg,moth
dataset/train/beetle/beetle (11).jpg,beetle
dataset/train/beetle/beetle (25).jpg,beetle
dataset/train/snail/snail (75).jpg,snail
dataset/train/earwig/earwig (296).jpg,earwig
dataset/train/beetle/beetle (413).jpg,beetle
dataset/train/grasshopper/grasshopper (153).jpg,grasshopper
dataset/train/moth/moth (42).jpg,moth
dataset/train/grasshopper/grasshopper (13).jpg,grasshopper
dataset/train/catterpillar/catterpillar (222).jpg,catterpillar
dataset/train/snail/snail (107).jpg,snail
dataset/train/snail/snail (92).jpg,snail
dataset/train/bees/bees (267).jpg,bees
dataset/train/weevil/Weevil (84).jpg,weevil
dataset/train/snail/snail (446).jpg,snail
dataset/train/slug/slug (352).jpg,slug
dataset/train/moth/moth (368).jpg,moth
dataset/train/earwig/earwig (52).jpg,earwig
dataset/train/bees/bees (392).jpg,bees
dataset/train/grasshopper/grasshopper (388).jpg,grasshopper
dataset/train/weevil/Weevil (237).jpg,weevil
dataset/train/ants/ants (173).jpg,ants
dataset/train/weevil/Weevil (431).jpg,weevil
dataset/train/snail/snail (309).jpg,snail
dataset/train/grasshopper/grasshopper (232).jpg,grasshopper
dataset/train/wasp/wasp (906).jpg,wasp
dataset/train/catterpillar/catterpillar (38).jpg,catterpillar
dataset/train/moth/moth (151).jpg,moth
dataset/train/earwig/earwig (387).jpg,earwig
dataset/train/snail/snail (89).jpg,snail
dataset/train/earwig/earwig (114).jpg,earwig
dataset/train/snail/snail (334).jpg,snail
dataset/train/wasp/wasp (558).jpg,wasp
dataset/train/slug/slug (48).jpg,slug
dataset/train/catterpillar/catterpillar (269).jpg,catterpillar
dataset/train/catterpillar/catterpillar (289).jpg,catterpillar
dataset/train/bees/bees (137).jpg,bees
dataset/train/snail/snail (23).jpg,snail
dataset/train/catterpillar/catterpillar (389).jpg,catterpillar
dataset/train/moth/moth (98).jpg,moth
dataset/train/beetle/beetle (64).jpg,beetle
dataset/train/moth/moth (417).jpg,moth
dataset/train/bees/bees (266).jpg,bees
dataset/train/earthworms/earthworms (47).jpg,earthworms
dataset/train/earwig/earwig (218).jpg,earwig
dataset/train/moth/moth (131).jpg,moth
dataset/train/slug/slug (186).jpg,slug
dataset/train/moth/moth (11).jpg,moth
dataset/train/weevil/Weevil (177).jpg,weevil
dataset/train/bees/bees (186).jpg,bees
dataset/train/earwig/earwig (106).jpg,earwig
dataset/train/grasshopper/grasshopper (287).jpg,grasshopper
dataset/train/earthworms/earthworms (17).jpg,earthworms
dataset/train/weevil/Weevil (202).jpg,weevil
dataset/train/moth/moth (447).jpg,moth
dataset/train/ants/ants (450).jpg,ants
dataset/train/beetle/beetle (311).jpg,beetle
dataset/train/earthworms/earthworms (43).jpg,earthworms
dataset/train/slug/slug (210).jpg,slug
dataset/train/beetle/beetle (283).jpg,beetle
dataset/train/earwig/earwig (183).jpg,earwig
dataset/train/grasshopper/grasshopper (414).jpg,grasshopper
dataset/train/ants/ants (457).jpg,ants
dataset/train/grasshopper/grasshopper (350).jpg,grasshopper
dataset/train/beetle/beetle (336).jpg,beetle
dataset/train/earthworms/earthworms (250).jpg,earthworms
dataset/train/slug/slug (331).jpg,slug
dataset/train/earwig/earwig (204).jpg,earwig
dataset/train/moth/moth (307).jpg,moth
dataset/train/snail/snail (102).jpg,snail
dataset/train/beetle/beetle (343).jpg,beetle
dataset/train/grasshopper/grasshopper (108).jpg,grasshopper
dataset/train/catterpillar/catterpillar (8).jpg,catterpillar
dataset/train/catterpillar/catterpillar (431).jpg,catterpillar
dataset/train/moth/moth (78).jpg,moth
dataset/train/moth/moth (262).jpg,moth
dataset/train/weevil/Weevil (137).jpg,weevil
dataset/train/catterpillar/catterpillar (358).jpg,catterpillar
dataset/train/snail/snail (62).jpg,snail
dataset/train/beetle/beetle (197).jpg,beetle
dataset/train/ants/ants (223).jpg,ants
dataset/train/beetle/beetle (233).jpg,beetle
dataset/train/weevil/Weevil (227).jpg,weevil
dataset/train/bees/bees (403).jpg,bees
dataset/train/slug/slug (147).jpg,slug
dataset/train/moth/moth (491).jpg,moth
dataset/train/catterpillar/catterpillar (144).jpg,catterpillar
dataset/train/catterpillar/catterpillar (117).jpg,catterpillar
dataset/train/earthworms/earthworms (199).jpg,earthworms
dataset/train/earwig/earwig (220).jpg,earwig
dataset/train/grasshopper/grasshopper (477).jpg,grasshopper
dataset/train/earwig/earwig (68).jpg,earwig
dataset/train/wasp/wasp (543).jpg,wasp
dataset/train/earthworms/earthworms (162).jpg,earthworms
dataset/train/earthworms/earthworms (245).jpg,earthworms
dataset/train/wasp/wasp (704).jpg,wasp
dataset/train/slug/slug (325).jpg,slug
dataset/train/bees/bees (141).jpg,bees
dataset/train/slug/slug (356).jpg,slug
dataset/train/ants/ants (409).jpg,ants
dataset/train/weevil/Weevil (166).jpg,weevil
dataset/train/bees/bees (236).jpg,bees
dataset/train/wasp/wasp (802).jpg,wasp
dataset/train/catterpillar/catterpillar (265).jpg,catterpillar
dataset/train/bees/bees (89).jpg,bees
dataset/train/earwig/earwig (172).jpg,earwig
dataset/train/beetle/beetle (378).jpg,beetle
dataset/train/ants/ants (160).jpg,ants
dataset/train/beetle/beetle (224).jpg,beetle
dataset/train/earthworms/earthworms (170).jpg,earthworms
